Sample name	title	source name	organism	idat file 1	idat file 2	subexperiment	CORIELL_ID	cell_line	donor_age	donor_sex	culture_oxygen	culture_agent	culture_pctFBS	expression_vector	subculture	population_doublings	days_in_culture	batch_date 	growth protocol	treatment protocol	molecule	label	platform
202253620099_R02C01	AVEC1_10	Iliac vein	Homo sapiens	202253620099_R02C01_Grn.idat	202253620099_R02C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	a	23.09924004	37	12.26.18	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620099_R01C01	AVEC1_11	Iliac vein	Homo sapiens	202253620099_R01C01_Grn.idat	202253620099_R01C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	c	23.15180225	37	12.26.18	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620099_R05C01	AVEC1_12	Iliac vein	Homo sapiens	202253620099_R05C01_Grn.idat	202253620099_R05C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	b	26.71102414	44	12.26.18	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620099_R04C01	AVEC1_13	Iliac vein	Homo sapiens	202253620099_R04C01_Grn.idat	202253620099_R04C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	a	26.7313496	44	12.26.18	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620099_R06C01	AVEC1_14	Iliac vein	Homo sapiens	202253620099_R06C01_Grn.idat	202253620099_R06C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	c	26.83756418	44	12.26.18	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620099_R08C01	AVEC1_15	Iliac vein	Homo sapiens	202253620099_R08C01_Grn.idat	202253620099_R08C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	b	29.46103943	51	12.26.18	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620099_R07C01	AVEC1_16	Iliac vein	Homo sapiens	202253620099_R07C01_Grn.idat	202253620099_R07C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	a	29.7423753	51	12.26.18	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620109_R01C01	AVEC1_17	Iliac vein	Homo sapiens	202253620109_R01C01_Grn.idat	202253620109_R01C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	c	30.18562457	51	12.26.18	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620109_R03C01	AVEC1_18	Iliac vein	Homo sapiens	202253620109_R03C01_Grn.idat	202253620109_R03C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	b	32.28723811	60	12.26.18	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620109_R02C01	AVEC1_19	Iliac vein	Homo sapiens	202253620109_R02C01_Grn.idat	202253620109_R02C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	a	32.54130723	60	12.26.18	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620109_R04C01	AVEC1_20	Iliac vein	Homo sapiens	202253620109_R04C01_Grn.idat	202253620109_R04C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	c	33.8645553	58	12.26.18	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203030040048_R05C01	AVEC1_21	Iliac vein	Homo sapiens	203030040048_R05C01_Grn.idat	203030040048_R05C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	b	35.01405809	74	05.08.19	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203030040048_R04C01	AVEC1_22	Iliac vein	Homo sapiens	203030040048_R04C01_Grn.idat	203030040048_R04C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	a	36.39981521	74	05.08.19	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620109_R05C01	AVEC1_23	Iliac vein	Homo sapiens	202253620109_R05C01_Grn.idat	202253620109_R05C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	c	37.05598781	67	12.26.18	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203030040048_R07C01	AVEC1_24	Iliac vein	Homo sapiens	203030040048_R07C01_Grn.idat	203030040048_R07C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	b	39.36514235	92	05.08.19	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203030040048_R06C01	AVEC1_25	Iliac vein	Homo sapiens	203030040048_R06C01_Grn.idat	203030040048_R06C01_Red.idat	Baseline profiling	AG11182	Adult_vascular_endothelial_cell_1	15 years	male	Ambient	NA	Full	NA	a	39.58254924	92	05.08.19	Vascular endothelial cells were maintained in Medium 199 with 1X GlutaMAX, 0.02mg/ml endothelial cell growth supplement, 0.05 mg/ml sodium heparin, and 15% v/v fetal bovine serum on plates pre-coated with gelatin. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
